question,answer_llm,answer_orig,document
"Are the module materials available in the course repo, and are they free to access?","Yes. The module materials are available in the course GitHub repo, and the course content is free to access.","There are no separate live sessions for every module by default. Module materials are pre-recorded and available in the course repo.

Live sessions are announced separately when they happen. If you are stuck, ask your question in Slack and follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).

Optional extra support is available through [AI Shipping Labs](https://datatalks.club/docs/courses/llm-zoomcamp/ai-shipping-labs/), a paid community that includes regular Zoom office hours and additional structure. This is optional; the DataTalks.Club course content remains free.",d65e05bd7a
Can I count a Bluesky post toward my learning in public credits for the course?,Yes. Bluesky posts can be used for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
Are Bluesky posts accepted if I want to earn learning in public credits?,Yes. Bluesky posts are accepted for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
Does posting on Bluesky qualify for learning in public credit in this course?,Yes. Bluesky posts can be used for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
"If I share my learning on Bluesky, will that be recognized as learning in public credits?",Yes. Bluesky posts can be used for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
Can I use a Bluesky update as proof for my learning in public credits?,Yes. Bluesky posts can be used for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
Where can I find the LLM Zoomcamp Telegram channel link?,The LLM Zoomcamp Telegram channel is here: https://t.me/llm_zoomcamp,"The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
"Is there a Telegram channel for LLM Zoomcamp, and what is it used for?","Yes — the Telegram channel is https://t.me/llm_zoomcamp.

It’s used for announcements. For technical discussion and questions, use the course Slack channel.","The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
What’s the Telegram group for this course?,The Telegram channel for the course is: https://t.me/llm_zoomcamp,"The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Can you share the LLM Zoomcamp Telegram channel URL?,https://t.me/llm_zoomcamp,"The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Should I use the Telegram channel for announcements or technical questions?,"Use the **Telegram channel for announcements**. For **technical discussion and questions**, use the **course Slack channel**.","The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Why does my FAQ dataset have a different number of records than the one shown in the course videos?,"The FAQ dataset is loaded from a live source, so it changes over time: new questions can be added and old ones removed. The course videos were recorded in May 2026, so the number of records you see now may be different from what appears in the videos.","We load the data from the live FAQ dataset, which changes over time: new questions are added and old ones are deleted. The videos were recorded in May 2026, so by the time you run the code the count is different from what you see in the videos.",e2d595f23c
